postComment,postCommentAuthor,postCommentTime
"RED SNAPPER 600G $11</div><div dir=""auto"" style=""text-align: start;"">RS+1",E-Beve,12:43
Kasi sold out ,Min Xuan,13:24
RS+1,Aisha Ahmad,13:31
"Hello.everyone good morning.Lns done<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""❤"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/ted/2/16/2764.png"" width=""16""/></span>",Richard Ling,14:42
"TIGER PRAWN $18</div><div dir=""auto"" style=""text-align: start;"">TP+1",E-Beve,14:46
TP+1,Aisha Ahmad,14:56
Drunken prawns,Richard Ling,15:13
Cereal prawns,Richard Ling,15:26
有大板鱼？,Lily Koh,15:32
Laksa mee hoon soup,Richard Ling,15:46
Sambal prawns,Richard Ling,16:08
"Wat is 美人鱼can look c look c<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🙋"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t1b/2/16/1f64b.png"" width=""16""/></span><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🙋"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t1b/2/16/1f64b.png"" width=""16""/></span>",Lily Koh,16:21
Steam with ginger,Richard Ling,16:41
Drunken prawns ,Richard Ling,17:05
"LIVE PRAWNS $20</div><div dir=""auto"" style=""text-align: start;"">LP+1",E-Beve,17:21
"COCKLES $8</div><div dir=""auto"" style=""text-align: start;"">CC+1",E-Beve,19:10
CC+1,Aisha Ahmad,19:20
CC + 1,David Koh,19:26
Cc+1,Nani Baqawali,19:30
"TERUBOK 700G $15</div><div dir=""auto"" style=""text-align: start;"">TRB+1",E-Beve,21:24
"CENCARU SET OF5 $10</div><div dir=""auto"" style=""text-align: start;"">CEN+1",E-Beve,24:52
LNS ,Firdaus Nordin,24:53
CEN+1,Aisha Ahmad,24:57
Cen+1,Melissa Kang,25:29
Yes,Lily Koh,25:42
Cute cute,Pauline Ng,27:17
"GLASS FISH 1KG $3.50</div><div dir=""auto"" style=""text-align: start;"">GLASS+1",E-Beve,27:18
Deep dry  wasabi sauce,Richard Ling,27:21
Glass+1,Stefanie Teo,27:59
Deep fry can eat whole fish,Pauline Ng,28:02
"Do you have crab,crayfish or lobster ",Irene Lee,28:20
Deep fry BBQ sauce,Richard Ling,28:29
" Thanks <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🙏"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t1f/2/16/1f64f.png"" width=""16""/></span> ",Irene Lee,28:50
Just join wat fish u hv..thks,Kham N Ash Koh,29:36
Deep fry sambal chili,Richard Ling,29:42
KEM,E-Beve,30:39
Hw much stingray,Kham N Ash Koh,30:46
Spicy n sour asam,Richard Ling,30:47
Ikan pari can steam,Richard Ling,31:35
Hello,Raji Andrew,31:51
Sting Ray + 1 ,Christine Lai,31:53
I'm late,Raji Andrew,31:59
Banana Leaf sambal chili,Richard Ling,32:05
I take 2piece..glass fish 1kg,Kham N Ash Koh,32:18
Sting ray,Nani Baqawali,32:30
Curry cook,Richard Ling,32:31
"STINGRAY 800G $12</div><div dir=""auto"" style=""text-align: start;"">STR+1",E-Beve,32:41
STR+1,Nani Baqawali,33:01
Str+2,Kham N Ash Koh,33:05
Today Lelong Lelong,Richard Ling,33:22
All seafoods are fresh,Richard Ling,33:37
"Sis, help me to de bone",Christine Lai,33:52
Cut a bit smaller for me,Nani Baqawali,34:35
Asam pedas,Nani Baqawali,35:09
Not rebone. Hahaaa,Christine Lai,35:12
Ikan pari black papper sauce,Richard Ling,35:12
Whatsapp 88896368,E-Beve,35:21
Wing,Kham N Ash Koh,36:52
Power perfect for steam,Richard Ling,36:56
Congratulations,Richard Ling,37:13
Repeat STR+2..GLASS FISH 1KG..THKS,Kham N Ash Koh,37:34
U hv whole salmon,Kham N Ash Koh,38:03
Tom yum sauce,Richard Ling,38:04
"RED EMPEROR $18</div><div dir=""auto"" style=""text-align: start;"">RE+1",E-Beve,38:40
Steam with Hong Kong style,Richard Ling,38:58
Teochew style steam sweet n tender fresh,Richard Ling,39:38
Same parent???,Min Xuan,39:52
1 wing,Kham N Ash Koh,41:48
Steam ginger n garlic,Richard Ling,42:15
Tom yum sauce,Richard Ling,42:33
"SEABASS $6.50</div><div dir=""auto"" style=""text-align: start;"">SB+1",E-Beve,42:41
SB+2,Kham N Ash Koh,42:58
Sb+1,Melissa Kang,43:07
"SB+2, 1 fillet n 1 cut steak",Stefanie Teo,44:01
Noted ,Stefanie Teo,44:26
Did i get my seabass,Kham N Ash Koh,45:15
Don't want flower lala,Melissa Kang,45:30
Thks,Kham N Ash Koh,45:36
"Dear..u owned me tiger prawn<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😀"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6d/2/16/1f600.png"" width=""16""/></span>",Kham N Ash Koh,46:44
"FLOWER CLAM 700G $6</div><div dir=""auto"" style=""text-align: start;"">FLL+1",E-Beve,47:03
I dunno what I bought and how much my purchase. These days hard to monitor..haha,David Koh,47:11
FLL +1,Stefanie Teo,47:20
Sis I comment FLL ,Stefanie Teo,47:45
I m here,Nani Baqawali,47:50
Ok,Nani Baqawali,48:09
88896368,E-Beve,48:13
"SOTONG 1.15KG $20</div><div dir=""auto"" style=""text-align: start;"">ST+1",E-Beve,49:17
Got leather jacket..thks,Kham N Ash Koh,49:20
Have fish Head? ,Melissa Kang,50:30
Any tuna fish,Nani Baqawali,50:34
Ikan duri hw much,Kham N Ash Koh,51:33
"Baby ang go li $10</div><div dir=""auto"" style=""text-align: start;"">BBAG+1",E-Beve,52:50
Bbag+1,Melissa Kang,52:57
"Hi Tiffy. <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""👋🏻"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t54/2/16/1f44b_1f3fb.png"" width=""16""/></span>",Aaron Looi,52:58
BBAG+1,Nani Baqawali,53:01
Code for ikan duri,Kham N Ash Koh,53:25
Bag+1,Stefanie Teo,54:57
"Duri - $26, $33, $35</div><div dir=""auto"" style=""text-align: start;"">DR26, DR33,DR35",E-Beve,55:36
I want,Melissa Kang,56:02
DR26,Kham N Ash Koh,56:47
"I go back work, please let me know how much and eta. Thanks",David Koh,57:03
Cut steak..head cut 2..thks,Kham N Ash Koh,57:22
Tonight got JPlive..thks,Kham N Ash Koh,57:51
Sis add 1kg of prawns for me,Christine Lai,58:41
Live,Christine Lai,59:10
Any day u hv whole salmon..i want..thks,Kham N Ash Koh,59:11
