postComment,postCommentAuthor,postCommentTime
下大雨啦……,Jack Daniel,1:13:11
haha,Ja Ja,1:13:15
Yes united square heavy rain,Clarice Goh,1:13:45
Wah. Sugar sis can speak Chinese wor,Fabian Low,1:13:49
"My side aso dark, going to rain soon",Jacqueline Hoe,1:14:02
真聪明！,Fabian Low,1:14:03
WGT+1,웬디,1:14:23
Wah Miko. So jelly.,Fabian Low,1:14:36
Lena fabian 最爱,Winnie Wu,1:14:53
"Quickly catch the fishes <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😆"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t73/2/16/1f606.png"" width=""16""/></span> ",Jack Daniel,1:15:47
来陈甜甜。来一瓶醋。,Fabian Low,1:15:49
OSS ,Jennie Gan,1:16
陈酸酸,Fabian Low,1:16:06
"Kk bye bye lovely miko, sugar sis, sugar bro",Fabian Low,1:16:51
Cya,Jack Daniel,1:16:52
Ok bye ,Anna Yong,1:16:52
 陈旧旧liao,Winnie Wu,1:16:55
不客气,Winnie Wu,1:17:25
Love u miko,Clarice Goh,1:17:57
Bye,Jacqueline Hoe,1:18:03
Balsamic vinegar need to age one,Fabian Low,1:18:10
bye dear,Catherine Phua,1:18:21
"WILD CAUGHT EMPURAU 600-900G/ PCS @$39.90</div><div dir=""auto"" style=""text-align: start;"">Comment「EMP399+1」below to join the Sale",OceanStar Seafood,1:32
Oss,Samuel Goh,1:43
"RED EMPEROR SNAPPER WHOLE 1.1-1.4 KG/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES199+1」below to join the Sale",OceanStar Seafood,1:44
"RED EMPEROR SNAPPER WHOLE1.6-1.8 KG/ PCS @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES249+1」below to join the Sale",OceanStar Seafood,1:55
Good morning OSS ,Khym Hoon Sung,2:00
"BALAI THREADFIN WHOL 2.4-2.8KG/ PCS @$78.00</div><div dir=""auto"" style=""text-align: start;"">Comment「BTW78+1」below to join the Sale",OceanStar Seafood,2:05
Mrg miko,Doris Pay,2:08
"BALAI THREADFIN WHOLE 5.5-6.0 KG/ PCS @$168.00</div><div dir=""auto"" style=""text-align: start;"">Comment「BTW168+1」below to join the Sale",OceanStar Seafood,2:13
Mee siam mee siam,Samuel Goh,2:14
LNS ,Jennie Gan,2:20
LNS ,Khym Hoon Sung,2:22
"MACKEREL WHOLE 500-600G/ PCS @$9.90</div><div dir=""auto"" style=""text-align: start;"">Comment「MAC99+1」below to join the Sale",OceanStar Seafood,2:23
"2 X COD TAIL PORTION 1.0-1.2 KG/ PCS ( ST) @ $111.11</div><div dir=""auto"" style=""text-align: start;"">Comment「PCT+1」below to join the Sale",OceanStar Seafood,2:31
"SALMON TROUT WHOLE 4.0-4.3 KG/ PCS @$108.00</div><div dir=""auto"" style=""text-align: start;"">Comment「STW+1」below to join the Sale",OceanStar Seafood,2:40
"RED SNAPPER WHOLE 1.7-1.9 KG/ PCS @$33.33</div><div dir=""auto"" style=""text-align: start;"">Comment「RS33+1」below to join the Sale",OceanStar Seafood,2:49
"WILD BARRAMUNDI WHOLE 3.5-3.9 KG/ PCS @ $49.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WB+1」below to join the Sale",OceanStar Seafood,2:58
L&amp;S,Nelly Koh,3:08
"WILD GROUPER WHOLE 2.2-2.6 KG/ PCS @$39.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WG399+1」below to join the Sale",OceanStar Seafood,3:08
"RED GROUPER WHOLE 1.1-1.3KG / PCS @ $35.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG35+1」below to join the Sale",OceanStar Seafood,3:19
Good morning Miko and OSS team,Nelly Koh,3:27
"RED EMPEROR SNAPPER WHOLE 1.1-1.4 KG/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES199+1」below to join the Sale",OceanStar Seafood,3:28
"RED EMPEROR SNAPPER WHOLE1.6-1.8 KG/ PCS @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES249+1」below to join the Sale",OceanStar Seafood,3:36
"Good Morning Miko, OSS Team &amp; Everyone ",Catherine Gan-Chua,3:37
"<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😱"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tcb/2/16/1f631.png"" width=""16""/></span><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😨"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb3/2/16/1f628.png"" width=""16""/></span> 吓到我",Jack Daniel,3:38
Mrg kelvin n Lena too,Doris Pay,3:40
Good morning Miko n Team OSS,Joanne Chong,3:52
Today Wednesday ,Jacqueline Hoe,4:00
Gd morning miko &amp; team,Jacqueline Hoe,4:13
OSS 早安 挑美美 早安,Jack Daniel,4:20
Lns,Jacqueline Hoe,4:20
U touch fishes got wash hands bo,Doris Pay,4:30
Help u lns,Jacqueline Hoe,4:30
"CHINESE POMFRET SERIES!!!</div><div dir=""auto"" style=""text-align: start;""> CHINESE POMFRET 1.9KG/ PCS @$108.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP108+1」below to join the Sale",OceanStar Seafood,5:05
"CHINESE POMFRET SERIES!!!</div><div dir=""auto"" style=""text-align: start;""> CHINESE POMFRET 1.9KG/ PCS @$108.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP108+1」below to join the Sale",OceanStar Seafood,5:05
挑 is choose or pick,Jack Daniel,5:06
Ohaiyo miko n team,Winnie Wu,5:28
"ONLY 1 PC!!!</div><div dir=""auto"" style=""text-align: start;""> CHINESE POMFRET 1.9KG/ PCS @$108.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP108+1」below to join the Sale",OceanStar Seafood,5:43
"LAST PCS!!!</div><div dir=""auto"" style=""text-align: start;"">CHINESE POMFRET 1.8KG/ PCS @$99.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP99+1」below to join the Sale",OceanStar Seafood,6:06
LllllllNnnnnnSssssDdddoneeeeeeeeee,Patrick Ong,6:28
"Gd morning ppl <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🖐🏻"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfe/2/16/1f590_1f3fb.png"" width=""16""/></span><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🖐🏻"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfe/2/16/1f590_1f3fb.png"" width=""16""/></span><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🖐🏻"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfe/2/16/1f590_1f3fb.png"" width=""16""/></span>",Patrick Ong,6:35
"LAST PCS!!!</div><div dir=""auto"" style=""text-align: start;"">CHINESE POMFRET 1.6KG/ PCS @$88.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP88+1」below to join the Sale",OceanStar Seafood,6:43
OoooooooSssssssSssssssssssssssssssssssss,Patrick Ong,6:57
"Ok ok, if not later yr body itch again. ",Doris Pay,7:04
"LAST 2 PCS!!!!</div><div dir=""auto"" style=""text-align: start;"">CHINESE POMFRET 1.4KG/ PCS @$77.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP77+1」below to join the Sale",OceanStar Seafood,7:11
"CHINESE POMFRET 500-600G/ PCS @$22.00  </div><div dir=""auto"" style=""text-align: start;"">Comment「CP22+1」below to join the Sale",OceanStar Seafood,7:26
"2 X CHINESE POMFRET 250-300G/ PCS @$14.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP14+1」below to join the Sale",OceanStar Seafood,7:51
"酒喝太多了 same as me <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""🤔"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/td3/2/16/1f914.png"" width=""16""/></span> ",Jack Daniel,8:12
"2 X SMALL SQUID 500G/ PKT @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SLD+1」below to join the Sale.",OceanStar Seafood,8:14
"3 X BATANG SOUP SLICED 300G/ PKT @$24.00</div><div dir=""auto"" style=""text-align: start;"">Comment「BSS+1」below to join the Sale",OceanStar Seafood,9:22
"2 X WILD GROUPER FILLET 300-350G/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WGH+1」below to join the Sale",OceanStar Seafood,10:30
share again ,Patrick Ong,10:57
Wgh+1,Yvonne Pang,11:44
"2 X WILD GROUPER FILLET 300-350G/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WGF1」below to join the Sale",OceanStar Seafood,11:50
"2 X WILD GROUPER FILLET 300-350G/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WGF+1」below to join the Sale",OceanStar Seafood,12:57
Crepe cake still have ?,Hee Kee Yin,13:27
加油加油 !,Winnie Wu,13:43
"CHOCO JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「CCL+1」below to join the Sale.",OceanStar Seafood,13:52
"CHOCO JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「CCL+1」below to join the Sale.",OceanStar Seafood,14:04
Haha morning just ate vanilla crepe as breakfast ,Jacqueline Hoe,14:10
"STRAWBERRY JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SBY+1」below to join the Sale.",OceanStar Seafood,14:11
"VANILA JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「VNL+1」below to join the Sale.",OceanStar Seafood,14:18
"MATCHA JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「MCA+1」below to join the Sale.",OceanStar Seafood,14:26
Yummy ,Jacqueline Hoe,14:36
VNL+1,Hee Kee Yin,14:39
MCA+1,Hee Kee Yin,15:03
Yes,Jacqueline Hoe,15:03
"CHOCO JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「CCL+1」below to join the Sale.",OceanStar Seafood,15:19
"STRAWBERRY JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SBY+1」below to join the Sale.",OceanStar Seafood,15:32
"Atas breakfast, people eating as teatime ",Jacqueline Hoe,15:37
"VANILA JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「VNL+1」below to join the Sale.",OceanStar Seafood,15:43
"MATCHA JAPAN HOKKAIDO CREPE CAKE 4 PCS/ PKT @$13.90</div><div dir=""auto"" style=""text-align: start;"">Comment「MCA+1」below to join the Sale.",OceanStar Seafood,15:50
"2 X AUTHENTIC THAI MOO PING 5 PCS / PKT @$11.11</div><div dir=""auto"" style=""text-align: start;"">Comment「TMP+1」below to join the Sale.",OceanStar Seafood,16:15
BSS+1,Hee Kee Yin,16:24
good morning Miko OSS and everyone,Catherine Phua,16:26
WGF+1,Hee Kee Yin,16:51
"2 X AUTHENTIC THAI MOO PING 5 PCS / PKT @$11.11</div><div dir=""auto"" style=""text-align: start;"">Comment「TMP+1」below to join the Sale.",OceanStar Seafood,16:52
share liao share liao,Catherine Phua,16:53
"Miko OSS 加油加油 <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""💪"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb/2/16/1f4aa.png"" width=""16""/></span><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""💪"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb/2/16/1f4aa.png"" width=""16""/></span>",Catherine Phua,17:19
Lns ,Teddy Teddy,17:50
"2 X WILD GROUPER FILLET 300-350G/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WGF+1」below to join the Sale",OceanStar Seafood,18:05
加油 加油啦,Jack Daniel,18:12
"2 X SMALL SQUID 500G/ PKT @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SLD+1」below to join the Sale.",OceanStar Seafood,18:16
"i very 努力 clearing my freezer liao <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😢"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tad/2/16/1f622.png"" width=""16""/></span>",Catherine Phua,18:39
Shared twice loh ,Jack Daniel,18:41
"Crepe </div><div dir=""auto"" style=""text-align: start;"">Eat with hokkaido milk also superb",Winnie Wu,19:00
" CHINESE POMFRET 1.9KG/ PCS @$108.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP108+1」below to join the Sale",OceanStar Seafood,19:05
"CHINESE POMFRET 1.8KG/ PCS @$99.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP99+1」below to join the Sale",OceanStar Seafood,19:16
"CHINESE POMFRET 1.6KG/ PCS @$88.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP88+1」below to join the Sale",OceanStar Seafood,19:25
"I take fish everyday until i sleepn eyes also open open <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😂"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6f/2/16/1f602.png"" width=""16""/></span> <span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img alt=""😆"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t73/2/16/1f606.png"" width=""16""/></span> ",Jack Daniel,19:31
"CHINESE POMFRET 1.4KG/ PCS @$77.00</div><div dir=""auto"" style=""text-align: start;"">Comment「CP77+1」below to join the Sale",OceanStar Seafood,19:35
"CHINESE POMFRET 500-600G/ PCS @$22.00  </div><div dir=""auto"" style=""text-align: start;"">Comment「CP22+1」below to join the Sale",OceanStar Seafood,19:44
陈甜甜。我来了！,Fabian Low,20:35
At work in office,Fabian Low,20:55
Someone complain. Say no Lang. So I come 杀pork.,Fabian Low,21:24
"WILD GROUPER HEAD 1.0-1.3 KG/ PCS @$12.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WGH+1」below to join the Sale",OceanStar Seafood,21:47
"LAST 3 PCS!!!!</div><div dir=""auto"" style=""text-align: start;"">RED EMPEROR SNAPPER WHOLE 1.1-1.4 KG/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES199+1」below to join the Sale",OceanStar Seafood,22:16
"LAST 4 PCS!!!</div><div dir=""auto"" style=""text-align: start;"">RED EMPEROR SNAPPER WHOLE1.6-1.8 KG/ PCS @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES249+1」below to join the Sale",OceanStar Seafood,22:36
Hi miko,き リーサン,23:05
"LAST 4 PCS!!!</div><div dir=""auto"" style=""text-align: start;"">RED EMPEROR SNAPPER WHOLE1.6-1.8 KG/ PCS @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES249+1」below to join the Sale",OceanStar Seafood,23:27
"WILD CAUGHT EMPURAU 600-900G/ PCS @$39.90</div><div dir=""auto"" style=""text-align: start;"">Comment「EMP399+1」below to join the Sale",OceanStar Seafood,23:57
Res199+1,Cindy Lau,24:05
"3 X BATANG SOUP SLICED 300G/ PKT @$24.00</div><div dir=""auto"" style=""text-align: start;"">Comment「BSS+1」below to join the Sale",OceanStar Seafood,24:55
"2 X SMALL SQUID 500G/ PKT @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SLD+1」below to join the Sale.",OceanStar Seafood,25:39
"2 X WILD CAUGHT ANG KA 500G/ POR @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WAK+1」below to join the Sale.",OceanStar Seafood,26:16
"2 X WILD CAUGHT SEA TIGER PRAWN 500G/ PORTION @ $29.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WST299+1」below to join the Sale.",OceanStar Seafood,26:53
WST299+1,Yvonne Pang,27:06
"2 X TIGER PRAWN 500G/ PORTION @ $19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「TP199+1」below to join the Sale.",OceanStar Seafood,28:03
"2 X SILVER POMFRET 350-450G/PCS@ $9.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SP+1」below to join the Sale",OceanStar Seafood,29:16
SP+1,Elizabeth De Cruz,29:32
"2 X BABY WHITE POMFRET 450G+-/ PKT @ $11.11</div><div dir=""auto"" style=""text-align: start;"">Comment「BWP+1」below to join the Sale",OceanStar Seafood,30:19
Got red Grouper,Cindy Lau,30:54
"RED GROUPER WHOLE 1.1-1.3KG / PCS @ $35.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG35+1」below to join the Sale",OceanStar Seafood,31:10
"RED GROUPER WHOLE 1.7-1.9 KG/ PCS @$58.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG58+1」below to join the Sale",OceanStar Seafood,31:18
"RED GROUPER 2.8-3.0 KG/ PCS @$88.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG88+1」below to join the Sale",OceanStar Seafood,31:27
"RED EMPEROR SNAPPER WHOLE 1.1-1.4 KG/ PCS @$19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES199+1」below to join the Sale",OceanStar Seafood,31:51
"RED EMPEROR SNAPPER WHOLE1.6-1.8 KG/ PCS @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「RES249+1」below to join the Sale",OceanStar Seafood,31:59
"3 X BATANG SOUP SLICED 300G/ PKT @$24.00</div><div dir=""auto"" style=""text-align: start;"">Comment「BSS+1」below to join the Sale",OceanStar Seafood,32:42
"2 X RED GROUPER SOUP SLICED 300G/ PKT @$18.00 ( PWP )</div><div dir=""auto"" style=""text-align: start;"">Comment「RGSS+1」below to join the Sale",OceanStar Seafood,33:10
Wst299+1,Cindy Lau,33:44
"MACKEREL WHOLE 500-600G/ PCS @$9.90</div><div dir=""auto"" style=""text-align: start;"">Comment「MAC99+1」below to join the Sale",OceanStar Seafood,34:11
"2 X TIGER PRAWN 500G/ PORTION @ $19.90</div><div dir=""auto"" style=""text-align: start;"">Comment「TP199+1」below to join the Sale.",OceanStar Seafood,35:07
"2 X WILD CAUGHT ANG KA 500G/ POR @$24.90</div><div dir=""auto"" style=""text-align: start;"">Comment「WAK+1」below to join the Sale.",OceanStar Seafood,35:16
"LAST 2 SET!!!!</div><div dir=""auto"" style=""text-align: start;"">2 X WILD CAUGHT BLUE TAIL PRAWN 500G/ PORTION @ $18.80</div><div dir=""auto"" style=""text-align: start;"">Comment「BTP188+1」below to join the Sale.",OceanStar Seafood,35:44
Ahem. Lucky not blue leg prawn.,Fabian Low,36:05
Oops!,Fabian Low,36:10
"MUST GRAB!!!!</div><div dir=""auto"" style=""text-align: start;"">3 X MALE MUD CRAB 350-450G/ PCS @$29.90</div><div dir=""auto"" style=""text-align: start;"">Comment「STB+1」below to join the Sale",OceanStar Seafood,36:28
马鲛 wait for me ok not easy to find ,Jack Daniel,36:30
"3 X MALE MUD CRAB 350-450G/ PCS @$29.90</div><div dir=""auto"" style=""text-align: start;"">Comment「STB+1」below to join the Sale",OceanStar Seafood,37:29
What soya sauce,Fabian Low,37:42
Good morning Miko.,Anna Yong,37:48
"3 X MALE MUD CRAB 350-450G/ PCS @$29.90</div><div dir=""auto"" style=""text-align: start;"">Comment「MC299+1」below to join the Sale",OceanStar Seafood,37:55
What code for red grouper,Cindy Lau,38:10
Ahh ok ok,Fabian Low,38:31
"RED GROUPER WHOLE 1.1-1.3KG / PCS @ $35.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG35+1」below to join the Sale",OceanStar Seafood,38:35
"RED GROUPER WHOLE 1.7-1.9 KG/ PCS @$58.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG58+1」below to join the Sale",OceanStar Seafood,38:45
1kg,Cindy Lau,38:50
Got yellowtail? ,Ying Yu,38:58
"RED GROUPER WHOLE 1.1-1.3KG / PCS @ $35.00</div><div dir=""auto"" style=""text-align: start;"">Comment「RG35+1」below to join the Sale",OceanStar Seafood,39:09
Rg35+1,Cindy Lau,39:09
Yellow tail not at the moment,OceanStar Seafood,39:37
Ok thks,Ying Yu,39:41
"TUNG SAN SEAFOOD SOYA SAUCE / BOT@ $4.90</div><div dir=""auto"" style=""text-align: start;"">Comment「SOYA+1」below to join the Sale",OceanStar Seafood,39:52
"That day i bought the beef from you,  very good quality.",Anna Yong,39:55
